Year	Industry	Status of innovation activity	Information	Innovation activity of enterprises by industry
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new to market, number of enterprises (no.)	17
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new to enterprise, number of enterprises (no.)	37
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new only to market, not to enterprise, number of enterprises (no.)	2
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new only to enterprise, not to market, number of enterprises (no.)	22
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new both to market and to enterprise, number of enterprises (no.)	15
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations developed by enterprise, number of enterprises (no.)	12
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations developed together with others, number of enterprises (no.)	19
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Enterprise modified products developed by others, number of enterprises (no.)	1
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations developed by others, number of enterprises (no.)	10
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations, number of enterprises (no.)	68
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; production or development methods, number of enterprises (no.)	22
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, number of enterprises (no.)	5
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; ICT or information processing, number of enterprises (no.)	30
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, number of enterprises (no.)	16
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; business practices or external relations, number of enterprises (no.)	30
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, number of enterprises (no.)	37
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; marketing methods, number of enterprises (no.)	35
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations developed by enterprise, number of enterprises (no.)	33
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations developed together with others, number of enterprises (no.)	45
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Enterprise modified processes developed by others, number of enterprises (no.)	11
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations developed by others, number of enterprises (no.)	5
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Innovations, number of enterprises (no.)	70
